R0,probability
0.8,0.9908
1.0,0.8712
1.2000000000000002,0.6
1.4000000000000001,0.3734
1.6,0.2416
1.8,0.1628
2.0,0.1228
2.2,0.0934
2.4000000000000004,0.0708
2.6,0.051
2.8,0.0384
3.0,0.03
3.2,0.0254
3.4000000000000004,0.0234
3.6000000000000005,0.0176
3.8,0.0174
4.0,0.013
4.2,0.0132
4.4,0.0096
4.6000000000000005,0.007
