R0,probability
0.3,1.0
0.4,1.0
0.5,1.0
0.6000000000000001,0.998
0.7,0.973
0.8,0.843
0.9000000000000001,0.568
1.0,0.363
1.1,0.16
1.2,0.063
1.3,0.027
1.4000000000000001,0.012
1.5000000000000002,0.0
1.6,0.001
1.7000000000000002,0.001
1.8,0.0
1.9000000000000001,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.0
3.0,0.0
3.1,0.0
3.2,0.0
3.3,0.0
3.4,0.0
