R0,probability
0.8,0.978
1.0,0.7366
1.2000000000000002,0.3714
1.4000000000000001,0.154
1.6,0.065
1.8,0.0316
2.0,0.0178
2.2,0.0092
2.4000000000000004,0.003
2.6,0.0038
2.8,0.0022
3.0,0.0016
3.2,0.0012
3.4000000000000004,0.0006
3.6000000000000005,0.001
3.8,0.0002
4.0,0.0008
4.2,0.0
4.4,0.0
4.6000000000000005,0.0004
