R0,probability
0.8,0.9824
1.0,0.7898
1.2000000000000002,0.4366
1.4000000000000001,0.2044
1.6,0.1014
1.8,0.0532
2.0,0.0306
2.2,0.0218
2.4000000000000004,0.0128
2.6,0.0084
2.8,0.0064
3.0,0.0032
3.2,0.0026
3.4000000000000004,0.0016
3.6000000000000005,0.001
3.8,0.0018
4.0,0.0012
4.2,0.0002
4.4,0.0012
4.6000000000000005,0.0006
