R0,probability
0.8,0.9626
1.0,0.6498
1.2000000000000002,0.2652
1.4000000000000001,0.0802
1.6,0.0278
1.8,0.0108
2.0,0.0062
2.2,0.001
2.4000000000000004,0.0004
2.6,0.0002
2.8,0.0006
3.0,0.0002
3.2,0.0002
3.4000000000000004,0.0002
3.6000000000000005,0.0
3.8,0.0
4.0,0.0
4.2,0.0
4.4,0.0
4.6000000000000005,0.0
