R0,probability
0.8,0.9932
1.0,0.9158
1.2000000000000002,0.7108
1.4000000000000001,0.5148
1.6,0.3822
1.8,0.3016
2.0,0.2428
2.2,0.1904
2.4000000000000004,0.158
2.6,0.1342
2.8,0.1116
3.0,0.0958
3.2,0.0932
3.4000000000000004,0.0718
3.6000000000000005,0.0616
3.8,0.0576
4.0,0.0504
4.2,0.0468
4.4,0.0448
4.6000000000000005,0.0362
