R0,probability
0.8,0.9882
1.0,0.8244
1.2000000000000002,0.5108
1.4000000000000001,0.2772
1.6,0.1564
1.8,0.089
2.0,0.0614
2.2,0.0486
2.4000000000000004,0.0274
2.6,0.0194
2.8,0.0116
3.0,0.0088
3.2,0.0066
3.4000000000000004,0.0078
3.6000000000000005,0.0046
3.8,0.0044
4.0,0.002
4.2,0.0044
4.4,0.0014
4.6000000000000005,0.0014
